lapTime_delta,position_delta,mapCollisions_total,shellsUsed_total,bananasUsed_total,mushroomsUsed_total,starsUsed_total,bananaHitsReceived_total,shellHitsReceived_total,player_type,aggressiveness,hit_ratio,powerup_efficiency
8.0,1.0,5,6,2,4,0,8,6,Aggressive,8,1.5555555555555556,1.3333333333333333
25.111,5.7,36,0,1,0,0,7,5,Clumsy,1,6.0,0.02702702702702703
13.815,2.7,3,1,2,1,0,0,0,Conservative,3,0.0,0.75
15.11,3.2,6,2,1,1,0,2,1,Conservative,3,0.75,0.42857142857142855
8.3,1.2,5,4,6,2,0,3,4,Aggressive,10,0.6363636363636364,1.6666666666666667
12.719,2.5,15,5,7,0,0,4,4,Aggressive,12,0.6153846153846154,0.75
14.408,4.0,21,1,3,1,1,5,4,Clumsy,4,1.8,0.18181818181818182
15.003,3.2,6,2,1,0,0,2,0,Conservative,3,0.5,0.42857142857142855
17.039,4.4,26,1,0,1,0,8,6,Clumsy,1,7.0,0.037037037037037035
13.487,3.1,4,1,2,2,0,0,1,Conservative,3,0.25,0.6
13.283,2.8,4,1,2,2,0,2,0,Conservative,3,0.5,0.6
11.2,2.1,12,5,5,2,0,7,3,Aggressive,10,0.9090909090909091,0.7692307692307693
29.368,5.1,4,1,1,1,0,2,1,Slow,2,1.0,0.4
30.238,5.0,5,0,0,1,0,0,2,Slow,0,2.0,0.0
12.031,2.6,1,0,1,2,0,0,2,Conservative,1,1.0,0.5
8.563,1.2,8,2,6,4,0,8,3,Aggressive,8,1.2222222222222223,0.8888888888888888
10.81,2.4,2,2,1,3,0,0,0,Conservative,3,0.0,1.0
19.849,4.6,29,0,0,2,0,7,4,Clumsy,0,11.0,0.0
27.028,4.6,4,0,0,0,0,2,1,Slow,0,3.0,0.0
40.0,6.0,10,0,1,0,0,1,2,Slow,1,1.5,0.09090909090909091
10.195,1.9,9,3,4,4,0,8,5,Aggressive,7,1.625,0.7
13.002,2.8,3,2,0,2,0,2,1,Conservative,2,1.0,0.5
20.493,5.0,24,3,2,2,0,7,5,Clumsy,5,2.0,0.2
25.588,4.4,4,0,0,0,0,2,0,Slow,0,2.0,0.0
22.845,5.1,29,2,0,0,0,8,5,Clumsy,2,4.333333333333333,0.06666666666666667
34.887,5.9,7,0,1,2,0,0,2,Slow,1,1.0,0.125
14.0,3.0,17,5,3,0,0,7,6,Aggressive,8,1.4444444444444444,0.4444444444444444
14.0,4.0,18,1,3,0,0,6,6,Clumsy,4,2.4,0.21052631578947367
13.971,3.2,11,5,2,2,0,9,4,Chaotic,7,1.625,0.5833333333333334
20.0,4.1,0,2,0,1,0,2,2,Slow,2,1.3333333333333333,2.0
10.696,2.1,10,5,7,0,0,8,5,Aggressive,12,1.0,1.0909090909090908
40.0,6.0,10,1,2,2,0,1,2,Slow,3,0.75,0.2727272727272727
9.295,1.4,9,4,6,2,0,5,5,Aggressive,10,0.9090909090909091,1.0
17.118,4.4,26,1,3,2,0,6,4,Clumsy,4,2.0,0.14814814814814814
34.903,5.4,6,1,2,1,0,2,2,Slow,3,1.0,0.42857142857142855
7.738,1.4,1,5,0,4,0,2,2,Pro,5,0.6666666666666666,2.5
8.611,1.3,3,3,0,3,0,1,0,Pro,3,0.25,0.75
39.253,5.9,10,2,1,0,0,0,0,Slow,3,0.0,0.2727272727272727
25.467,5.4,35,0,2,2,0,6,3,Clumsy,2,3.0,0.05555555555555555
17.467,3.4,7,2,2,3,0,0,0,Conservative,4,0.0,0.5
37.806,5.7,8,0,0,1,0,2,1,Slow,0,3.0,0.0
15.67,3.1,5,1,2,0,0,1,1,Conservative,3,0.5,0.5
12.177,2.6,1,0,1,3,0,2,2,Conservative,1,2.0,0.5
8.94,1.0,9,0,2,2,0,10,6,Chaotic,2,5.333333333333333,0.2
9.75,1.7,11,3,7,2,0,8,6,Aggressive,10,1.2727272727272727,0.8333333333333334
31.432,3.5,8,7,1,4,0,7,6,Chaotic,8,1.4444444444444444,0.8888888888888888
20.877,4.8,26,2,0,2,0,8,4,Clumsy,2,4.0,0.07407407407407407
14.293,3.1,4,0,0,2,0,2,2,Conservative,0,4.0,0.0
23.482,3.9,11,0,0,1,0,2,0,Slow,0,2.0,0.0
14.021,2.9,4,1,0,0,1,0,2,Conservative,1,1.0,0.2
23.825,5.2,32,1,3,0,0,4,4,Clumsy,4,1.6,0.12121212121212122
26.228,5.7,33,1,1,0,0,4,4,Clumsy,2,2.6666666666666665,0.058823529411764705
23.237,4.4,2,0,2,1,0,0,1,Slow,2,0.3333333333333333,0.6666666666666666
11.71,1.0,13,1,7,4,0,3,7,Chaotic,8,1.1111111111111112,0.5714285714285714
29.768,4.7,4,2,0,1,0,1,1,Slow,2,0.6666666666666666,0.4
26.268,5.7,31,2,0,1,0,5,5,Clumsy,2,3.3333333333333335,0.0625
15.666,4.5,23,1,2,2,0,6,4,Clumsy,3,2.5,0.125
10.0,2.0,1,2,1,0,0,0,1,Conservative,3,0.25,1.5
16.464,3.7,7,2,2,0,0,1,0,Conservative,4,0.2,0.5
11.204,2.2,0,1,1,0,0,1,1,Conservative,2,0.6666666666666666,2.0
30.0,5.9,40,0,3,1,0,5,6,Clumsy,3,2.75,0.07317073170731707
14.673,3.3,4,0,1,3,0,1,1,Conservative,1,1.0,0.2
23.193,1.7,16,5,1,0,0,3,8,Chaotic,6,1.5714285714285714,0.35294117647058826
24.059,4.4,1,0,2,2,0,0,2,Slow,2,0.6666666666666666,1.0
8.585,1.3,2,3,2,0,0,2,2,Pro,5,0.6666666666666666,1.6666666666666667
32.677,5.7,10,0,7,5,0,9,4,Chaotic,7,1.625,0.6363636363636364
10.763,2.0,2,1,0,0,0,2,0,Conservative,1,1.0,0.3333333333333333
20.0,4.2,0,2,2,1,0,0,0,Slow,4,0.0,4.0
13.15,2.7,4,0,0,3,0,0,1,Conservative,0,1.0,0.0
11.287,2.2,2,1,0,2,0,2,1,Conservative,1,1.5,0.3333333333333333
10.245,1.8,5,4,1,5,0,2,2,Pro,5,0.6666666666666666,0.8333333333333334
10.219,1.6,10,7,2,3,0,5,4,Aggressive,9,0.9,0.8181818181818182
13.597,3.0,18,8,3,0,0,6,4,Aggressive,11,0.8333333333333334,0.5789473684210527
10.129,1.5,12,5,4,3,0,6,4,Aggressive,9,1.0,0.6923076923076923
8.004,1.0,6,5,3,4,0,8,6,Aggressive,8,1.5555555555555556,1.1428571428571428
8.582,1.0,10,1,8,1,0,5,6,Chaotic,9,1.1,0.8181818181818182
23.058,4.5,1,2,0,2,0,2,1,Slow,2,1.0,1.0
14.0,3.0,18,4,6,2,0,4,6,Aggressive,10,0.9090909090909091,0.5263157894736842
23.348,3.2,23,1,5,3,0,4,7,Chaotic,6,1.5714285714285714,0.25
23.772,5.4,34,1,3,0,0,6,4,Clumsy,4,2.0,0.11428571428571428
14.098,3.2,6,1,2,3,0,2,0,Conservative,3,0.5,0.42857142857142855
15.575,4.0,21,0,1,2,0,5,6,Clumsy,1,5.5,0.045454545454545456
27.694,5.7,37,0,0,2,0,4,5,Clumsy,0,9.0,0.0
10.615,2.0,10,6,3,3,0,7,4,Aggressive,9,1.1,0.8181818181818182
25.082,4.6,3,1,0,2,0,2,1,Slow,1,1.5,0.25
25.194,4.6,3,2,2,1,0,2,1,Slow,4,0.6,1.0
10.77,2.0,6,4,0,1,0,1,2,Pro,4,0.6,0.5714285714285714
13.488,2.9,3,1,2,1,0,0,2,Conservative,3,0.5,0.75
12.538,2.4,13,7,3,2,0,5,6,Aggressive,10,1.0,0.7142857142857143
31.683,5.0,5,0,0,1,0,1,1,Slow,0,2.0,0.0
15.093,3.3,6,1,2,0,0,0,1,Conservative,3,0.25,0.42857142857142855
23.742,5.4,36,3,1,2,0,3,5,Clumsy,4,1.6,0.10810810810810811
28.612,4.7,5,0,1,2,0,0,0,Slow,1,0.0,0.16666666666666666
17.528,3.6,6,2,2,3,0,1,2,Conservative,4,0.6,0.5714285714285714
12.027,2.2,12,6,4,2,0,4,4,Chaotic,10,0.7272727272727273,0.7692307692307693
16.218,3.8,9,0,2,1,0,1,1,Conservative,2,0.6666666666666666,0.2
25.87,5.1,31,1,2,0,0,3,5,Clumsy,3,2.0,0.09375
35.208,5.5,6,1,2,1,0,0,0,Slow,3,0.0,0.42857142857142855
13.065,2.8,3,1,2,1,0,0,1,Conservative,3,0.25,0.75
12.896,2.8,2,1,2,0,0,2,2,Conservative,3,1.0,1.0
14.778,3.5,5,1,0,0,0,1,0,Conservative,1,0.5,0.16666666666666666
11.681,2.3,2,0,2,2,0,2,1,Conservative,2,1.0,0.6666666666666666
23.465,4.8,4,0,1,1,0,0,0,Slow,1,0.0,0.2
8.952,1.6,2,0,3,0,0,1,2,Pro,3,0.75,1.0
37.648,6.0,8,2,1,0,0,2,0,Slow,3,0.5,0.3333333333333333
33.289,5.1,9,0,0,0,0,0,2,Slow,0,2.0,0.0
24.795,5.1,27,2,3,0,0,6,5,Chaotic,5,1.8333333333333333,0.17857142857142858
30.0,6.0,36,3,1,1,0,4,5,Clumsy,4,1.8,0.10810810810810811
21.158,4.0,2,2,0,2,0,0,0,Slow,2,0.0,0.6666666666666666
10.718,1.8,6,1,2,0,0,1,2,Pro,3,0.75,0.42857142857142855
9.777,1.7,4,2,1,3,0,1,2,Pro,3,0.75,0.6
26.224,4.4,4,1,0,2,0,1,1,Slow,1,1.0,0.2
30.0,6.0,39,3,1,0,0,8,4,Clumsy,4,2.4,0.1
15.445,3.2,13,5,2,5,0,8,7,Chaotic,7,1.875,0.5
27.203,4.8,3,2,0,0,0,1,2,Slow,2,1.0,0.5
21.349,5.0,29,1,0,1,0,5,6,Clumsy,1,5.5,0.03333333333333333
7.0,1.0,0,3,2,2,0,0,0,Pro,5,0.0,5.0
22.217,4.4,20,7,1,0,0,7,7,Chaotic,8,1.5555555555555556,0.38095238095238093
20.387,4.9,27,1,3,2,0,5,3,Clumsy,4,1.6,0.14285714285714285
27.665,5.1,3,1,2,1,0,0,2,Slow,3,0.5,0.75
17.946,2.3,18,3,4,5,0,7,6,Chaotic,7,1.625,0.3684210526315789
21.827,5.0,31,1,2,2,0,8,4,Clumsy,3,3.0,0.09375
22.453,4.2,2,1,1,2,0,2,0,Slow,2,0.6666666666666666,0.6666666666666666
21.469,4.9,28,2,0,2,0,5,3,Clumsy,2,2.6666666666666665,0.06896551724137931
12.912,1.9,12,2,5,4,0,3,8,Chaotic,7,1.375,0.5384615384615384
11.74,2.0,13,7,3,2,0,5,5,Aggressive,10,0.9090909090909091,0.7142857142857143
15.403,3.6,6,0,2,2,0,1,0,Conservative,2,0.3333333333333333,0.2857142857142857
27.389,4.8,4,2,2,1,0,0,0,Slow,4,0.0,0.8
23.422,5.3,28,2,2,1,0,5,3,Clumsy,4,1.6,0.13793103448275862
13.86,2.7,4,2,2,1,0,0,2,Conservative,4,0.4,0.8
11.68,2.2,2,0,0,3,0,0,2,Conservative,0,2.0,0.0
34.967,5.3,7,1,0,0,0,0,1,Slow,1,0.5,0.125
12.934,2.7,16,5,7,0,0,8,5,Aggressive,12,1.0,0.7058823529411765
12.281,2.4,1,2,1,2,0,2,0,Conservative,3,0.5,1.5
26.744,4.4,3,1,0,0,0,2,2,Slow,1,2.0,0.25
10.883,3.5,3,1,1,2,0,2,0,Conservative,2,0.6666666666666666,0.5
12.233,2.5,2,1,1,0,0,2,1,Conservative,2,1.0,0.6666666666666666
16.517,3.5,7,0,1,1,0,1,0,Conservative,1,0.5,0.125
9.171,1.5,3,2,3,1,0,1,1,Pro,5,0.3333333333333333,1.25
10.0,2.3,0,0,1,0,0,1,1,Conservative,1,1.0,1.0
28.842,5.9,35,2,3,1,0,4,4,Clumsy,5,1.3333333333333333,0.1388888888888889
20.0,4.0,0,2,1,2,0,2,0,Slow,3,0.5,3.0
10.543,1.9,6,4,0,1,0,0,2,Pro,4,0.4,0.5714285714285714
33.358,5.2,5,0,1,0,0,1,0,Slow,1,0.5,0.16666666666666666
27.01,5.8,24,4,7,0,0,7,7,Chaotic,11,1.1666666666666667,0.44
9.745,1.4,8,8,4,0,0,5,5,Aggressive,12,0.7692307692307693,1.3333333333333333
8.267,1.3,2,3,0,0,0,2,1,Pro,3,0.75,1.0
14.813,3.6,5,0,2,3,0,0,2,Conservative,2,0.6666666666666666,0.3333333333333333
41.203,5.9,8,0,0,1,0,2,2,Slow,0,4.0,0.0
34.96,5.5,8,1,2,1,0,1,2,Slow,3,0.75,0.3333333333333333
20.157,4.8,29,0,2,0,0,4,4,Clumsy,2,2.6666666666666665,0.06666666666666667
13.869,3.0,15,3,7,2,0,5,4,Aggressive,10,0.8181818181818182,0.625
25.162,4.6,1,1,1,0,0,1,2,Slow,2,1.0,1.0
20.569,3.1,31,2,7,3,0,7,6,Chaotic,9,1.3,0.28125
12.177,2.1,7,2,2,0,0,1,0,Conservative,4,0.2,0.5
33.658,5.5,6,0,2,2,0,0,0,Slow,2,0.0,0.2857142857142857
17.221,4.6,22,1,3,0,0,7,3,Clumsy,4,2.0,0.17391304347826086
30.278,5.3,6,2,1,0,0,0,2,Slow,3,0.5,0.42857142857142855
23.859,4.3,21,1,2,5,0,9,6,Chaotic,3,3.75,0.13636363636363635
12.547,2.6,3,0,2,3,0,1,1,Conservative,2,0.6666666666666666,0.5
7.673,1.1,2,4,0,3,0,2,1,Pro,4,0.6,1.3333333333333333
8.979,1.2,8,7,5,0,0,8,4,Aggressive,12,0.9230769230769231,1.3333333333333333
19.908,4.8,24,1,2,2,0,5,6,Clumsy,3,2.75,0.12
25.436,4.9,9,1,2,1,0,0,0,Slow,3,0.0,0.3
37.842,5.2,5,2,2,0,0,0,0,Slow,4,0.0,0.6666666666666666
28.007,5.7,39,1,2,2,0,3,6,Clumsy,3,2.25,0.075
12.075,2.5,2,0,1,2,0,0,2,Conservative,1,1.0,0.3333333333333333
13.489,2.7,18,6,6,0,0,4,5,Aggressive,12,0.6923076923076923,0.631578947368421
40.0,5.8,8,2,2,2,0,0,0,Slow,4,0.0,0.4444444444444444
33.946,5.5,6,2,2,2,0,1,1,Slow,4,0.4,0.5714285714285714
15.074,3.2,5,2,0,0,0,1,2,Conservative,2,1.0,0.3333333333333333
32.446,5.2,6,2,2,2,0,0,0,Slow,4,0.0,0.5714285714285714
24.481,4.4,2,2,2,1,0,0,1,Slow,4,0.2,1.3333333333333333
27.823,5.8,37,3,3,2,0,4,3,Clumsy,6,1.0,0.15789473684210525
34.35,5.3,7,1,0,1,0,1,1,Slow,1,1.0,0.125
32.301,4.8,10,1,0,0,0,1,2,Slow,1,1.5,0.09090909090909091
12.365,2.6,17,6,2,4,0,4,6,Aggressive,8,1.1111111111111112,0.4444444444444444
26.143,5.2,38,3,2,2,0,5,4,Clumsy,5,1.5,0.1282051282051282
31.537,4.1,28,3,0,1,0,5,3,Clumsy,3,2.0,0.10344827586206896
14.09,2.7,8,2,1,1,0,1,2,Conservative,3,0.75,0.3333333333333333
10.979,2.3,1,1,1,1,0,1,0,Conservative,2,0.3333333333333333,1.0
7.647,1.1,4,0,3,3,0,1,1,Pro,3,0.5,0.6
27.529,5.8,27,1,0,5,0,5,5,Chaotic,1,5.0,0.03571428571428571
9.681,1.5,7,8,4,0,0,8,3,Aggressive,12,0.8461538461538461,1.5
21.092,4.8,32,0,2,2,0,6,5,Clumsy,2,3.6666666666666665,0.06060606060606061
27.128,5.6,37,0,0,0,0,5,4,Clumsy,0,9.0,0.0
10.328,1.9,6,0,1,0,0,1,2,Pro,1,1.5,0.14285714285714285
11.55,2.3,11,6,3,3,0,4,6,Aggressive,9,1.0,0.75
25.264,5.4,37,2,0,0,0,8,6,Clumsy,2,4.666666666666667,0.05263157894736842
35.438,5.7,8,0,1,0,0,1,2,Slow,1,1.5,0.1111111111111111
24.187,5.3,29,3,0,2,0,6,4,Clumsy,3,2.5,0.1
32.384,5.3,7,0,2,1,0,2,2,Slow,2,1.3333333333333333,0.25
14.11,3.5,15,8,2,0,0,5,8,Chaotic,10,1.1818181818181819,0.625
8.307,1.0,8,6,4,2,0,3,6,Aggressive,10,0.8181818181818182,1.1111111111111112
24.5,4.7,1,0,2,0,0,1,1,Slow,2,0.6666666666666666,1.0
13.716,2.9,3,0,0,1,0,2,2,Conservative,0,4.0,0.0
28.89,4.8,4,2,1,0,0,2,0,Slow,3,0.5,0.6
11.24,2.5,2,0,2,2,0,0,0,Conservative,2,0.0,0.6666666666666666
10.202,1.6,4,3,1,2,0,0,1,Pro,4,0.2,0.8
23.14,4.3,2,0,1,1,0,0,0,Slow,1,0.0,0.3333333333333333
14.0,4.1,19,0,3,2,0,6,5,Clumsy,3,2.75,0.15
25.684,5.6,7,1,2,0,0,1,2,Slow,3,0.75,0.375
12.116,2.5,4,1,0,2,0,1,0,Conservative,1,0.5,0.2
10.715,2.0,12,6,4,2,0,8,6,Aggressive,10,1.2727272727272727,0.7692307692307693
31.638,4.0,23,3,0,2,0,8,4,Clumsy,3,3.0,0.125
13.645,2.8,17,0,1,4,0,7,7,Chaotic,1,7.0,0.05555555555555555
26.211,4.8,1,2,2,0,0,1,2,Slow,4,0.6,2.0
17.539,3.8,7,1,2,2,0,1,2,Conservative,3,0.75,0.375
12.56,2.6,2,0,2,3,0,0,2,Conservative,2,0.6666666666666666,0.6666666666666666
16.917,4.2,23,3,1,2,0,8,4,Clumsy,4,2.4,0.16666666666666666
29.315,5.1,6,2,0,1,0,2,1,Slow,2,1.0,0.2857142857142857
35.884,5.9,8,1,0,0,1,1,1,Slow,1,1.0,0.1111111111111111
11.412,2.6,0,2,2,3,0,2,0,Conservative,4,0.4,4.0
14.136,3.3,4,2,0,0,0,2,2,Conservative,2,1.3333333333333333,0.4
25.975,4.5,22,5,4,3,0,5,4,Chaotic,9,0.9,0.391304347826087
11.999,2.3,1,2,0,1,0,1,2,Conservative,2,1.0,1.0
22.118,4.0,1,1,0,2,0,2,0,Slow,1,1.0,0.5
15.086,2.9,5,2,0,1,0,1,2,Conservative,2,1.0,0.3333333333333333
21.389,4.6,18,1,5,4,0,6,8,Chaotic,6,2.0,0.3157894736842105
17.669,4.7,26,2,2,0,0,5,6,Clumsy,4,2.2,0.14814814814814814
27.996,6.0,26,1,2,1,0,10,4,Chaotic,3,3.5,0.1111111111111111
8.0,1.2,7,4,6,2,0,6,3,Aggressive,10,0.8181818181818182,1.25
16.338,3.8,6,1,1,0,0,2,0,Conservative,2,0.6666666666666666,0.2857142857142857
10.639,2.0,0,1,0,3,0,1,2,Conservative,1,1.5,1.0
15.53,5.8,23,3,2,2,0,4,5,Clumsy,5,1.5,0.20833333333333334
30.0,6.0,38,3,1,1,0,8,3,Clumsy,4,2.2,0.10256410256410256
14.665,3.1,4,0,1,0,0,1,1,Conservative,1,1.0,0.2
38.521,6.0,8,1,0,0,0,0,2,Slow,1,1.0,0.1111111111111111
14.232,3.2,3,0,2,2,0,2,0,Conservative,2,0.6666666666666666,0.5
19.224,4.6,23,1,0,2,0,5,6,Clumsy,1,5.5,0.041666666666666664
13.88,3.0,5,0,2,0,0,1,0,Conservative,2,0.3333333333333333,0.3333333333333333
23.041,4.9,34,3,1,2,1,4,4,Clumsy,4,1.6,0.11428571428571428
30.0,5.9,39,2,0,0,0,6,6,Clumsy,2,4.0,0.05
22.444,4.9,32,2,0,0,0,5,6,Clumsy,2,3.6666666666666665,0.06060606060606061
23.532,5.3,32,0,1,1,0,5,4,Clumsy,1,4.5,0.030303030303030304
18.194,4.4,25,3,0,0,0,3,6,Clumsy,3,2.25,0.11538461538461539
35.723,5.6,10,2,1,2,0,2,1,Slow,3,0.75,0.2727272727272727
23.916,4.7,6,1,1,2,0,0,0,Slow,2,0.0,0.2857142857142857
24.719,5.3,33,0,1,0,0,3,5,Clumsy,1,4.0,0.029411764705882353
25.161,4.4,2,1,1,0,0,0,1,Slow,2,0.3333333333333333,0.6666666666666666
28.757,4.6,2,0,1,1,0,0,2,Slow,1,1.0,0.3333333333333333
8.973,1.2,6,5,7,0,0,7,3,Aggressive,12,0.7692307692307693,1.7142857142857142
15.885,3.4,7,1,1,1,0,1,1,Conservative,2,0.6666666666666666,0.25
23.482,4.9,31,3,3,2,0,7,6,Clumsy,6,1.8571428571428572,0.1875
22.06,4.4,20,7,3,1,0,3,3,Chaotic,10,0.5454545454545454,0.47619047619047616
9.078,2.7,7,2,1,1,0,0,1,Conservative,3,0.25,0.375
14.0,3.0,17,6,6,0,0,4,4,Aggressive,12,0.6153846153846154,0.6666666666666666
28.774,5.2,27,0,3,3,0,4,8,Chaotic,3,3.0,0.10714285714285714
16.617,3.8,7,2,0,0,0,2,0,Conservative,2,0.6666666666666666,0.25
17.727,3.5,16,6,2,4,0,7,8,Chaotic,8,1.6666666666666667,0.47058823529411764
8.389,1.5,2,4,2,3,0,2,0,Pro,6,0.2857142857142857,2.0
17.988,4.8,21,1,1,2,0,5,6,Clumsy,2,3.6666666666666665,0.09090909090909091
16.051,4.4,21,0,2,2,0,8,6,Clumsy,2,4.666666666666667,0.09090909090909091
30.181,5.0,4,1,2,1,0,0,0,Slow,3,0.0,0.6
29.047,4.9,5,2,2,0,0,1,1,Slow,4,0.4,0.6666666666666666
25.603,5.3,37,3,2,2,0,5,5,Clumsy,5,1.6666666666666667,0.13157894736842105
7.088,1.0,0,0,2,0,0,1,2,Pro,2,1.0,2.0
30.867,5.1,3,2,0,2,0,2,2,Slow,2,1.3333333333333333,0.5
39.114,5.9,9,0,1,1,0,0,1,Slow,1,0.5,0.1
27.934,5.5,37,1,1,1,0,6,3,Clumsy,2,3.0,0.05263157894736842
13.611,2.8,3,1,0,3,0,1,2,Conservative,1,1.5,0.25
16.692,4.0,6,1,2,2,0,2,2,Conservative,3,1.0,0.42857142857142855
10.662,2.3,1,1,0,0,0,0,2,Conservative,1,1.0,0.5
12.178,2.5,13,3,7,2,0,5,6,Aggressive,10,1.0,0.7142857142857143
23.284,5.4,30,1,2,1,0,6,5,Clumsy,3,2.75,0.0967741935483871
20.324,5.2,26,2,2,1,0,8,5,Clumsy,4,2.6,0.14814814814814814
24.97,4.4,3,0,0,0,0,2,2,Slow,0,4.0,0.0
29.855,4.0,29,3,0,1,0,8,4,Clumsy,3,3.0,0.1
16.849,3.6,8,2,2,2,0,1,2,Conservative,4,0.6,0.4444444444444444
25.542,4.5,2,1,0,2,0,1,0,Slow,1,0.5,0.3333333333333333
21.716,4.1,2,0,1,2,0,0,0,Slow,1,0.0,0.3333333333333333
17.511,4.0,7,0,1,1,0,1,0,Conservative,1,0.5,0.125
9.485,1.3,8,5,6,1,0,6,4,Aggressive,11,0.8333333333333334,1.2222222222222223
10.106,1.8,11,4,5,3,0,8,3,Aggressive,9,1.1,0.75
27.888,5.6,33,1,2,0,0,5,4,Clumsy,3,2.25,0.08823529411764706
18.0,3.8,7,1,2,0,0,2,0,Conservative,3,0.5,0.375
15.286,4.3,19,1,3,1,1,8,4,Clumsy,4,2.4,0.2
36.393,5.8,9,1,2,1,0,2,2,Slow,3,1.0,0.3
15.995,3.3,0,0,0,1,0,2,2,Conservative,0,4.0,0.0
25.671,5.4,32,1,0,0,0,5,3,Clumsy,1,4.0,0.030303030303030304
20.031,4.6,27,1,3,0,0,3,4,Clumsy,4,1.4,0.14285714285714285
16.696,4.0,2,0,2,2,0,2,2,Conservative,2,1.3333333333333333,0.6666666666666666
28.923,4.9,6,2,2,1,0,2,2,Slow,4,0.8,0.5714285714285714
25.533,4.0,6,2,1,2,0,2,2,Slow,3,1.0,0.42857142857142855
14.0,3.0,18,4,7,1,0,7,4,Aggressive,11,0.9166666666666666,0.5789473684210527
10.41,2.1,5,1,3,4,0,2,0,Pro,4,0.4,0.6666666666666666
26.295,4.8,4,1,0,0,0,1,0,Slow,1,0.5,0.2
24.063,4.6,24,3,6,3,0,7,5,Chaotic,9,1.2,0.36
14.854,2.9,4,0,1,0,0,1,0,Conservative,1,0.5,0.2
15.026,3.3,6,1,1,0,0,0,0,Conservative,2,0.0,0.2857142857142857
28.894,5.8,39,0,2,0,0,3,3,Clumsy,2,2.0,0.05
15.933,4.0,4,0,2,1,0,2,2,Conservative,2,1.3333333333333333,0.4
11.042,1.6,15,3,8,1,0,4,3,Chaotic,11,0.5833333333333334,0.6875
17.303,4.6,22,1,1,0,0,3,3,Clumsy,2,2.0,0.08695652173913043
17.519,3.7,8,1,1,0,0,1,2,Conservative,2,1.0,0.2222222222222222
22.774,5.3,30,3,2,1,0,4,6,Clumsy,5,1.6666666666666667,0.16129032258064516
18.544,5.5,1,2,0,0,0,2,1,Slow,2,1.0,1.0
11.41,2.0,13,4,5,1,0,4,6,Aggressive,9,1.0,0.6428571428571429
12.648,2.6,13,5,3,4,0,4,4,Chaotic,8,0.8888888888888888,0.5714285714285714
24.117,5.0,26,6,1,3,0,3,4,Chaotic,7,0.875,0.25925925925925924
21.021,4.1,1,2,2,0,0,1,0,Slow,4,0.2,2.0
32.409,5.3,5,0,1,2,0,0,1,Slow,1,0.5,0.16666666666666666
11.205,2.1,12,6,1,4,0,9,8,Chaotic,7,2.125,0.5384615384615384
20.586,3.9,24,3,2,2,0,4,4,Clumsy,5,1.3333333333333333,0.2
9.264,1.0,10,1,3,1,0,10,4,Chaotic,4,2.8,0.36363636363636365
23.099,4.8,1,2,0,0,0,1,1,Slow,2,0.6666666666666666,1.0
17.004,4.1,19,0,3,2,0,4,4,Clumsy,3,2.0,0.15
20.973,4.7,28,3,0,2,0,4,6,Clumsy,3,2.5,0.10344827586206896
34.966,5.4,7,2,1,1,0,0,0,Slow,3,0.0,0.375
10.549,2.0,1,2,2,3,0,1,1,Conservative,4,0.4,2.0
10.929,2.0,11,6,3,3,0,5,3,Aggressive,9,0.8,0.75
16.479,3.7,18,5,7,0,0,8,6,Chaotic,12,1.0769230769230769,0.631578947368421
30.127,5.0,5,0,0,0,0,0,1,Slow,0,1.0,0.0
22.608,4.0,2,2,2,2,0,2,1,Slow,4,0.6,1.3333333333333333
8.192,1.3,2,5,2,4,0,2,0,Pro,7,0.25,2.3333333333333335
9.917,1.3,8,3,7,2,0,4,5,Aggressive,10,0.8181818181818182,1.1111111111111112
25.277,4.7,3,2,0,1,0,0,0,Slow,2,0.0,0.5
20.435,4.1,1,2,0,0,0,1,1,Slow,2,0.6666666666666666,1.0
21.828,4.5,3,1,0,2,0,2,2,Slow,1,2.0,0.25
27.179,5.1,23,2,5,5,0,10,5,Chaotic,7,1.875,0.2916666666666667
9.835,1.7,5,2,2,2,0,1,2,Pro,4,0.6,0.6666666666666666
12.75,2.3,16,4,6,2,0,5,4,Aggressive,10,0.8181818181818182,0.5882352941176471
23.902,4.2,1,0,2,2,1,2,0,Slow,2,0.6666666666666666,1.0
26.971,4.7,28,2,3,5,0,7,4,Chaotic,5,1.8333333333333333,0.1724137931034483
14.951,3.2,14,1,3,3,0,4,5,Chaotic,4,1.8,0.26666666666666666
13.997,3.1,3,0,0,2,0,2,2,Conservative,0,4.0,0.0
26.663,4.7,4,0,2,0,0,0,1,Slow,2,0.3333333333333333,0.4
10.663,3.5,9,0,1,0,0,2,2,Conservative,1,2.0,0.1
8.503,1.2,8,3,0,1,0,3,7,Chaotic,3,2.5,0.3333333333333333
29.087,5.6,25,6,0,4,0,4,7,Chaotic,6,1.5714285714285714,0.23076923076923078
11.896,2.3,14,3,7,2,0,4,6,Aggressive,10,0.9090909090909091,0.6666666666666666
20.303,5.1,28,1,1,2,0,6,5,Clumsy,2,3.6666666666666665,0.06896551724137931
23.508,4.7,22,0,3,5,0,10,8,Chaotic,3,4.5,0.13043478260869565
9.186,1.4,7,5,4,1,0,5,3,Aggressive,9,0.8,1.125
29.891,5.0,6,1,1,0,0,2,1,Slow,2,1.0,0.2857142857142857
11.756,2.4,2,2,0,1,0,1,1,Conservative,2,0.6666666666666666,0.6666666666666666
